StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q6,Q7,Q9,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,n_40hz_rating_1,n_40hz_rating_2,n_40hz_rating_3,n_40hz_rating_4,n_40hz_rating_5,n_40hz_rating_6,n_40hz_rating_7,Q149_First Click,Q149_Last Click,Q149_Page Submit,Q149_Click Count,n_info1,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,Q40_First Click,Q40_Last Click,Q40_Page Submit,Q40_Click Count,Q80_First Click,Q80_Last Click,Q80_Page Submit,Q80_Click Count,no_info_40hz_rating_1,no_info_40hz_rating_2,no_info_40hz_rating_3,no_info_40hz_rating_4,no_info_40hz_rating_5,no_info_40hz_rating_6,no_info_40hz_rating_7,Q148_First Click,Q148_Last Click,Q148_Page Submit,Q148_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,ps_info2,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,ps_40hz_rating_1,ps_40hz_rating_2,ps_40hz_rating_3,ps_40hz_rating_4,ps_40hz_rating_5,ps_40hz_rating_6,ps_40hz_rating_7,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,ps_brown_warning,Q63_First Click,Q63_Last Click,Q63_Page Submit,Q63_Click Count,Q136_First Click,Q136_Last Click,Q136_Page Submit,Q136_Click Count,pb_40Hz_ratings_1,pb_40Hz_ratings_2,pb_40Hz_ratings_3,pb_40Hz_ratings_4,pb_40Hz_ratings_5,pb_40Hz_ratings_6,pb_40Hz_ratings_7,Q145_First Click,Q145_Last Click,Q145_Page Submit,Q145_Click Count,pb_brown_info1,Q142_First Click,Q142_Last Click,Q142_Page Submit,Q142_Click Count,brown_ratings_1,brown_ratings_2,brown_ratings_3,brown_ratings_4,brown_ratings_5,brown_ratings_6,brown_ratings_7,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,prior_expectancy_NPS_GROUP,prior_expectancy,40hz_expectancy_NPS_GROUP,40hz_expectancy,brown_expectancy_NPS_GROUP,brown_expectancy,post_expectancy_NPS_GROUP,post_expectancy,noise_sensitivity_1,noise_sensitivity_2,noise_sensitivity_3,noise_sensitivity_4,noise_sensitivity_5,gender,age,Q2,Q28,SC0,PROLIFIC_PID
2021-08-02 02:18:16,2021-08-02 02:26:52,0,82.34.166.201,100,516,1,2021-08-02 02:26:52,R_2CdMaS6QoiFOb4h,,,,,53.8553924560546875,-1.5491943359375,anonymous,EN,1,598069f27097e70001fa1dbc,2,sennheiser over-ear headphones,4,22.784,22.784,23.847,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57,98.57,123.989,1,1,4,1,6,5,5,1,5.732,23.166,25.527,7,"5,7,9",76.638,76.638,124.376,1,0,1,1,4,3,5,0,3.503,11.801,15.316,7,1,4,1,4,1,0,1,6,2,4,4,5,4,1,27,sennhieser over-ear headphones,orange,1,598069f27097e70001fa1dbc
2021-08-02 02:16:53,2021-08-02 02:27:45,0,71.80.65.63,100,652,1,2021-08-02 02:27:46,R_3sc7MaYlAIjXQav,,,,,35.685394287109375,-88.82810211181640625,anonymous,EN,1,61075e1c0e4e82763e358677,2,"Apple Earbuds, wired, in-ear ",4,7.141,33.267,35.478,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68,89.401,132.01,5,1,3,1,6,4,1,1,7.597,32.269,34.336,14,"5,7,9",5.307,48.028,129.968,6,0,1,0,2,3,1,0,7.63,38.702,41.143,14,1,1,1,6,1,0,1,3,6,6,6,5,2,1,18,"Apple Earbuds, wired, in-ear","An orange ",1,61075e1c0e4e82763e358677
2021-08-02 02:17:20,2021-08-02 02:28:39,0,107.77.226.6,100,678,1,2021-08-02 02:28:39,R_ahkIi8xkYu4Tt97,,,,,40.8220062255859375,-73.8600006103515625,anonymous,EN,1,60ffbc35cd360949b49ed440,2,"AirPods ",4,5.003,30.798,32.512,4,,,,,,,,,,,,,,,,,,,,,,,,,3.351,11.353,133.592,4,1,4,1,3,2,5,1,5.014,31.381,34.512,10,4.312,4.312,128.31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,5,5,4,0,5.928,24.484,26.132,11,2,8,1,4,1,5,3,9,4,3,5,4,5,2,18,Apple Bluetooth in-ear airpods,"A cute open orange with leaves ",1,60ffbc35cd360949b49ed440
2021-08-02 02:19:19,2021-08-02 02:28:40,0,147.161.167.86,100,560,1,2021-08-02 02:28:40,R_2SjjoEOFAS9xEmR,,,,,51.5359954833984375,-0.092498779296875,anonymous,EN,1,61071fd777b179d8bc84ed3f,2,Sony Over Ear,4,30.529,30.529,31.416,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,130.47,0,1,1,1,8,5,8,1,5.995,20.167,22.328,7,"5,7,9",0,0,124.981,0,6,2,3,0,0,0,0,2.439,11.076,12.864,7,1,5,3,10,2,7,2,7,4,6,6,3,2,1,31,Sony Over Ear,Orange,1,61071fd777b179d8bc84ed3f
2021-08-02 02:17:29,2021-08-02 02:28:54,0,203.213.92.165,100,685,1,2021-08-02 02:28:55,R_3CBEga51Pbr3sLT,,,,,-31.9674072265625,115.862091064453125,anonymous,EN,1,61001a2818b8a9425c377bcd,2,Bose special edition over ear headphones,4,71.249,71.249,72.949,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",0,0,126.74,0,1,1,1,1,1,1,1,8.806,17.211,19.631,7,"5,7,9",0,0,125.946,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3.882,10.803,11.676,8,1,3,2,8,1,6,1,1,2,6,4,4,4,2,18,Bose special edition over ear headphones,An orange,1,61001a2818b8a9425c377bcd
2021-08-02 02:16:47,2021-08-02 02:29:36,0,99.149.250.209,100,769,1,2021-08-02 02:29:36,R_33lpKw3rNfDDrfy,,,,,37.5890045166015625,-122.0460968017578125,anonymous,EN,1,610617d5b246020be5f72a89,2,airpods,4,102.721,102.721,103.711,1,81.654,147.494,153.127,3,2,3,2,2,1,2,1,4.151,20.433,21.95,8,"5,7,9",16.365,53.497,54.431,22,0,0,126.332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,4,2,0,4.905,25.763,50.87,14,2,7,1,4,1,3,1,5,3,2,3,5,3,2,19,apple airpods,orange,1,610617d5b246020be5f72a89
2021-08-02 02:18:39,2021-08-02 02:29:52,0,67.160.23.56,100,673,1,2021-08-02 02:29:52,R_2pXKDSJ0IFGsqml,,,,,47.9004974365234375,-122.24720001220703125,anonymous,EN,1,610733ac65f348732878f7e8,2,wired over ear headphones,4,80.236,80.236,81.726,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,128.477,0,1,1,1,6,5,7,1,3.89,23.785,34.543,10,0,0,123.224,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2.149,10.665,12.484,7,2,7,1,5,1,5,3,9,5,6,2,2,2,2,24,sennheiser over ear wired headphones,orange fruit,1,610733ac65f348732878f7e8
2021-08-02 02:18:13,2021-08-02 02:30:20,0,67.160.23.56,100,727,1,2021-08-02 02:30:21,R_2YDt2r7wwkv1aXj,,,,,47.9004974365234375,-122.24720001220703125,anonymous,EN,1,610733da801945e1103cc9d6,2,Apple wired in-ear earbuds,4,4.708,64.405,65.115,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",0,0,126.175,0,1,1,1,3,1,1,1,3.381,19.502,20.866,14,"5,7,9",0,0,123.428,0,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,0,1.121,13.312,14.285,13,2,8,2,7,1,1,1,3,5,6,5,5,3,1,24,Apple wired in-ear earbuds,"One orange wedge, half an orange, a full orange with stem side showing, and 2 wet leaves",1,610733da801945e1103cc9d6
2021-08-02 02:18:55,2021-08-02 02:30:39,0,107.211.213.179,100,704,1,2021-08-02 02:30:40,R_3KNSdmYyyiSYqvG,,,,,38.5482025146484375,-90.329803466796875,anonymous,EN,1,61078cf8577db33fda102923,2,"Zihnic, Bluetooth, over ear ",4,5.35,33.24,35.189,4,10.834,101.074,134.436,3,1,4,1,2,4,5,1,3.373,32.245,33.897,11,"5,7,9",2.807,18.15,23.258,6,2.445,4.334,126.883,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,0,3,0,3.373,32.444,32.477,15,2,7,1,2,1,6,2,7,5,5,5,6,4,2,25,"Zihnic over the ear Bluetooth headphones. ","An orange. ",1,61078cf8577db33fda102923
2021-08-02 02:21:17,2021-08-02 02:32:05,0,109.255.107.126,100,647,1,2021-08-02 02:32:05,R_1IT3UqtyGArU2kB,,,,,53.6544952392578125,-6.681396484375,anonymous,EN,1,60ff088897c45927e7c6e180,2,Airpods,4,10.267,60.851,62.169,8,,,,,,,,,,,,,,,,,,,,,,,,,7.56,7.56,143.38,1,1,1,1,8,5,3,1,4.752,57.57,59.333,29,2.331,76.219,141.359,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,0,1,0,0,2.532,21.366,23.695,15,1,3,1,4,2,8,2,7,3,5,3,5,4,2,25,"Bluetooth/AirPods ","White/blank image ",1,60ff088897c45927e7c6e180
2021-08-02 02:17:59,2021-08-02 02:33:26,0,108.188.110.170,100,927,1,2021-08-02 02:33:26,R_2YDHjbsr8E42ney,,,,,28.62249755859375,-81.43170166015625,anonymous,EN,1,61054c042f14bf17e6027552,2,wired in ear,4,24.709,31.971,33.927,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",138.225,138.225,139.367,1,5,5,5,4,5,5,1,5.097,20.291,20.438,15,"5,7,9",0.216,11.925,20.599,2,,,,,,,,,,,,,,,,,,,,,5,4,3,3,4,4,0,2.544,15.392,16.388,13,1,6,1,5,1,3,1,4,3,5,4,2,2,1,38,wired in ear,fruit called orange that help to add nutrition to the body,1,61054c042f14bf17e6027552
2021-08-02 02:23:21,2021-08-02 02:33:29,0,174.193.161.108,100,608,1,2021-08-02 02:33:29,R_1eVovRMxUIOF0L5,,,,,34.0614013671875,-118.3072052001953125,anonymous,EN,1,61078509b644f4f539351a0a,2,"Sony ",4,1.385,27.512,28.1,12,59.919,60.595,125.731,2,1,1,1,8,1,1,1,2.952,21.969,22.564,14,"5,7,9",7.274,43.574,48.269,15,0,0,125.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,0,0,0,2.33,26.195,28.999,12,1,2,1,5,1,2,1,0,1,4,1,2,6,1,28,"Sony ","Orange ",1,61078509b644f4f539351a0a
2021-08-02 02:25:04,2021-08-02 02:33:46,0,72.203.70.155,100,522,1,2021-08-02 02:33:47,R_1DMzMlEJyEkBAKN,,,,,33.751495361328125,-118.36700439453125,anonymous,EN,1,61049b465ed53553de55e1e7,2,apple airpods,4,37.709,37.709,38.926,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,132.327,0,1,1,1,3,4,7,1,3.116,21.275,26.528,7,0,0,129.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,7,2,0,1.774,10.878,11.795,7,1,4,1,6,1,0,1,2,5,5,6,6,4,2,20,Apple airpods (in-ear),sliced orange,1,61049b465ed53553de55e1e7
2021-08-02 02:23:58,2021-08-02 02:34:45,0,174.7.46.40,100,647,1,2021-08-02 02:34:45,R_1rHto1eF2ukCX5E,,,,,49.2769012451171875,-122.976104736328125,anonymous,EN,1,60fe7bdc7a38f62ce06495ab,2,wired in-ear headphones (brand: symphonized),4,6.354,27.265,27.902,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.209,8.209,134.381,1,1,1,1,4,1,1,1,9,25.25,26.766,7,"5,7,9",3.72,4.961,132.904,2,0,0,0,2,0,0,0,1.664,7.501,9.176,8,1,2,1,0,1,2,1,1,4,5,5,5,3,2,23,"wired, in-ear (brand symphonized)","I do not see an image, I only see a small blue square with a question mark in the middle",1,60fe7bdc7a38f62ce06495ab
2021-08-02 02:25:53,2021-08-02 02:35:53,0,101.100.131.234,100,600,1,2021-08-02 02:35:53,R_Aj0pv6I9921id57,,,,,-37.7837066650390625,175.28240966796875,anonymous,EN,1,60fd4409766be43e802b0bbb,2,apple wired in ear,4,31.073,31.073,32.551,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",0,0,129.114,0,3,1,1,7,6,5,1,3.966,15.764,16.909,7,"5,7,9",0,0,177.575,0,,,,,,,,,,,,,,,,,,,,,0,0,0,4,3,1,0,2.281,13.881,14.813,10,1,2,1,3,1,4,1,6,4,5,5,5,3,2,18,apple wired in ear,orange,1,60fd4409766be43e802b0bbb
2021-08-02 02:21:58,2021-08-02 02:36:19,0,98.155.150.40,100,860,1,2021-08-02 02:36:20,R_2a9po979u5JXE3O,,,,,20.895904541015625,-156.509002685546875,anonymous,EN,1,61031dd4c40591a7cd32980d,2,airpods pro,4,84.734,84.734,86.04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",0,0,125.979,0,2,8,4,7,1,3,1,13.355,35.256,36.723,7,"5,7,9",50.045,98.374,126.067,2,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0,0,0,2.878,18.888,21.864,7,1,4,3,9,2,7,3,10,4,6,6,6,2,2,19,airpods pro,orange,1,61031dd4c40591a7cd32980d
2021-08-02 02:24:08,2021-08-02 02:36:53,0,184.4.36.38,100,764,1,2021-08-02 02:36:54,R_2TnsP26mgamVD1d,,,,,33.2487030029296875,-111.63430023193359375,anonymous,EN,1,60ff17225cd5ff75fd861689,2,Apple Airpods,4,133.652,133.652,135.028,1,0,0,137.113,0,2,3,2,6,2,4,1,11.87,38.162,42.444,8,"5,7,9",32.777,42.213,53.842,3,129.635,129.635,130.941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,0,0,0,0,2.339,19.332,21.692,10,1,0,2,7,1,5,2,7,4,6,6,6,3,2,19,Apple Airpods,Orange,1,60ff17225cd5ff75fd861689
2021-08-02 02:27:06,2021-08-02 02:37:53,0,99.14.55.206,100,647,1,2021-08-02 02:37:54,R_xlxiGHOyi2YGB0J,,,,,36.3065948486328125,-86.61009979248046875,anonymous,EN,1,60ffda33e6adc54e6cde621f,2,"SADES, wired and over-ear",4,51.39,51.39,52.211,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,135.49,0,1,2,2,4,1,1,1,3.772,20.22,21.273,7,0,0,128.117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1.651,8.723,9.721,7,1,2,1,3,1,4,1,5,5,3,4,4,6,3,19,"SADES, wired and over-ear","A a full orange, an orange cut in half and an orange slice.",1,60ffda33e6adc54e6cde621f
2021-08-02 02:27:39,2021-08-02 02:38:00,0,23.16.151.51,100,620,1,2021-08-02 02:38:00,R_er0aJOTsz6C82Gt,,,,,50.2592010498046875,-119.27140045166015625,anonymous,EN,1,60fd8c9c2d8f4b9db9e779a2,2,"Skull candy ear phones, wired",4,37.575,37.575,39.177,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,136.518,0,1,1,1,1,1,1,1,9.3,19.336,24.771,7,"5,7,9",0,0,125.073,0,0,0,0,2,0,0,0,9.18,28.376,30.732,8,1,0,1,0,3,10,2,7,1,2,1,6,3,2,28,"Wired, skull candy earphones",Orange,1,60fd8c9c2d8f4b9db9e779a2
2021-08-02 02:28:14,2021-08-02 02:38:10,0,174.95.178.247,100,596,1,2021-08-02 02:38:10,R_3m8dHY9Y2k3Bo3K,,,,,43.6089019775390625,-79.5001983642578125,anonymous,EN,1,60ff7965b012696c1357219c,2,Apple Airpods,4,39.684,39.684,41.119,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,145.892,0,6,3,1,1,1,1,1,12.173,28.632,29.901,8,0,0,130.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,7,7,0,3.01,10.529,12.059,7,1,6,1,0,3,9,3,10,6,6,6,6,4,2,26,Apple Airpods,An orange cut in half and then cut into a quarter piece.,1,60ff7965b012696c1357219c
2021-08-02 02:32:28,2021-08-02 02:39:54,0,70.71.161.105,100,446,1,2021-08-02 02:39:54,R_2f7EbopmyS88vsc,,,,,49.2700042724609375,-122.779296875,anonymous,EN,1,6103aeaa8bc4d7e1ee4168bf,2,"AirPods ",4,8.794,33.861,34.909,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",4.595,4.723,53.282,2,1,1,3,4,7,7,1,3.244,28.211,29.836,11,"5,7,9",4.8,4.8,40.162,1,,,,,,,,,,,,,,,,,,,,,4,0,0,6,4,4,0,1.607,26.181,27.429,15,1,0,2,7,2,8,3,10,6,3,6,3,4,2,19,"AirPods ",Oranges,1,6103aeaa8bc4d7e1ee4168bf
2021-08-02 02:28:48,2021-08-02 02:40:20,0,92.236.50.3,100,691,1,2021-08-02 02:40:20,R_2VJGlLYclqPX3mb,,,,,50.3881072998046875,-4.1324005126953125,anonymous,EN,1,61066230835964472d7aa5a7,2,Panasonic wireless earphones,4,29.157,29.978,31,2,126.76,126.76,128.475,1,1,1,1,7,6,6,1,8.659,32.847,34.263,12,"5,7,9",1.529,39.256,40.136,16,0,0,126.219,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,6,7,0,3.488,19.344,19.935,13,3,9,1,0,1,4,2,7,4,4,3,5,4,2,26,Panasonic wireless earphones,"an orange, one cut in half one cut into a segment and the other whole",1,61066230835964472d7aa5a7
2021-08-02 02:25:10,2021-08-02 02:40:30,0,74.88.217.179,100,920,1,2021-08-02 02:40:31,R_3PQXOQK1P0tS5Cb,,,,,40.876800537109375,-74.086700439453125,anonymous,EN,1,60fcd76256b7029ef74c768a,2,Air pods,4,18.8,43.861,46.541,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.438,21.438,155.247,1,1,1,1,6,6,6,1,17.505,55.061,59.053,11,"5,7,9",5.701,5.701,138.554,1,0,0,0,4,5,3,0,6.309,33.054,34.032,11,1,4,2,7,2,8,1,5,6,6,6,5,2,2,21,Air pods,Full moon and crescent moon shaped orange. Shown cut revealing its divided lined insides matches the exterior color however divided by a thick rimmed boarder of cream colored shell.,1,60fcd76256b7029ef74c768a
2021-08-02 02:28:15,2021-08-02 02:40:43,0,90.201.206.15,100,747,1,2021-08-02 02:40:43,R_2RWf4l5PA21Dkiw,,,,,53.5012054443359375,-2.41119384765625,anonymous,EN,1,610670fa608183925dafefbe,2,Apple wired,4,62.89,62.89,64.057,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2,3",73.595,132.956,143.201,2,1,1,1,7,4,5,1,7.201,38.109,39.232,11,"5,7,9",28.204,86.183,131.113,3,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,3.201,16.779,19.175,9,1,2,1,0,1,0,3,10,5,6,5,6,2,2,52,Apple wired,Juicy oranges with 2 leaves,1,610670fa608183925dafefbe
2021-08-02 02:28:03,2021-08-02 02:40:59,0,172.251.205.65,100,776,1,2021-08-02 02:40:59,R_1llAk3UnTS1O0Si,,,,,33.91900634765625,-117.23590087890625,anonymous,EN,1,60fe7b85c85ebc96c8bd2969,2,"Jlab jbuds air, Bluetooth, in ear ",4,16.655,42.586,45.809,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.531,13.531,140.446,1,1,1,1,6,5,5,1,20.695,53.5,55.266,13,"5,7,9",7.065,101.855,129.18,3,0,2,0,0,0,0,0,13.475,30.253,33.4,10,2,8,3,9,3,9,3,9,4,5,4,4,2,2,26,"Jlab jbuds air, Bluetooth, in ear ","An orange, possibly cut in half and then one slice",1,60fe7b85c85ebc96c8bd2969
2021-08-02 02:31:46,2021-08-02 02:41:04,0,108.184.10.116,100,558,1,2021-08-02 02:41:04,R_yOebGF10iqOmYEx,,,,,33.95599365234375,-118.388702392578125,anonymous,EN,1,61073551fe81414bb5b40a2a,2,"audio-technica, wired, over-ear",4,32.059,32.059,33.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,130.152,0,1,1,1,7,5,4,1,4.499,16.944,18.801,7,"5,7,9",0,0,127.129,0,0,5,1,2,1,0,0,2.118,18.268,18.58,10,1,2,2,7,1,5,1,4,2,1,1,2,5,2,23,"audio-technica, wired, over-ear","one whole orange, one half orange, one orange slice, two leaves",1,61073551fe81414bb5b40a2a
2021-08-02 02:26:12,2021-08-02 02:41:14,0,86.144.247.182,100,901,1,2021-08-02 02:41:14,R_pRBvWLRyYJVwnh7,,,,,51.40960693359375,-0.4925994873046875,anonymous,EN,1,610688755230e227fe0a16f7,2,in-ear,4,58.03,61.736,63.269,2,0,0,166.541,0,3,7,3,1,2,2,1,31.647,61.515,64.004,8,"5,7,9",43.59,91.445,99.59,5,0,0,131.634,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,1,0,6.35,27.412,29.28,8,1,6,1,3,2,7,1,5,4,5,5,5,3,2,28,in-ear,orange,1,610688755230e227fe0a16f7
2021-08-02 02:34:06,2021-08-02 02:41:37,0,72.141.126.173,100,451,1,2021-08-02 02:41:37,R_3jVuDmtn5mf0UNK,,,,,43.6667022705078125,-79.380401611328125,anonymous,EN,1,60fd7cda95936026b622bef3,2,Over-ear headphones,4,24.765,24.765,25.648,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,124.536,0,3,2,3,4,3,5,1,5.188,12.913,14.497,7,0,0,124.883,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,6,4,5,0,6.924,13.553,14.852,7,1,6,2,7,1,3,1,5,1,5,4,5,3,1,21,Over-ear Headphones,"It's... an orange. Two, specifically. There's a sliced orange on the left and some sort of leaves on the top right. Don't know why this is necessary",1,60fd7cda95936026b622bef3
2021-08-02 02:33:24,2021-08-02 02:42:02,0,217.43.184.192,100,517,1,2021-08-02 02:42:02,R_1GHWTECRPblmoiA,,,,,51.4709930419921875,0.639007568359375,anonymous,EN,1,60f1d3760175c04306d5a004,2,Air pods,4,5.101,30.544,32.541,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.635,4.635,127.074,1,1,1,1,5,4,5,4,7.687,32.888,35.237,11,"5,7,9",3.5,3.5,128.408,1,0,4,0,4,3,3,0,1.876,22.093,24.208,10,1,1,1,3,1,2,1,6,4,5,5,3,4,2,35,Air pods,Cut orange,1,60f1d3760175c04306d5a004
2021-08-02 02:34:10,2021-08-02 02:42:55,0,24.121.204.154,100,525,1,2021-08-02 02:42:56,R_3eqNsCmywsgVPNn,,,,,35.1558990478515625,-111.68250274658203125,anonymous,EN,1,60fd0555911045562b268c95,2,apple headphones wired,4,35.358,35.358,36.884,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,128.979,0,8,8,7,2,1,4,1,2.772,16.353,18.375,7,"5,7,9",0,0,139.779,0,1,3,2,4,2,4,0,33.053,44.573,45.57,8,1,2,1,5,3,9,3,10,5,2,3,4,5,2,21,apple headphones wired,orange,1,60fd0555911045562b268c95
2021-08-02 02:31:37,2021-08-02 02:42:58,0,174.118.13.204,100,681,1,2021-08-02 02:42:59,R_246RAC0cVMITmN3,,,,,48.010894775390625,-66.67549896240234375,anonymous,EN,1,610762d9e8902fb02a1ca489,2,Airpod,4,3.065,46,48.526,6,,,,,,,,,,,,,,,,,,,,,,,,,2.312,56.899,126.781,4,1,1,1,5,3,2,1,3.91,32.28,33.191,13,2.466,126.422,127.315,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,3,2,0,2.373,18.358,20.092,13,1,3,2,7,1,1,1,5,5,4,4,5,5,2,20,Airpod,"Oranges. one whole, one half and one quarter",1,610762d9e8902fb02a1ca489
2021-08-02 02:30:56,2021-08-02 02:43:35,0,5.69.94.30,100,758,1,2021-08-02 02:43:35,R_yxPBMXLIUiC86yZ,,,,,51.11669921875,-0.016693115234375,anonymous,EN,1,61066f29c3f567887029a249,2,aukey bluetooth,4,24.232,24.232,26.449,1,0,0,138.544,0,5,7,7,1,1,1,1,13.082,29.328,30.458,8,"5,7,9",14.207,18.373,25.287,3,0,0,131.085,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,0,1,2,0,9.437,28.003,29.881,9,1,0,1,6,1,5,2,8,4,4,5,2,5,1,32,Aukey Bluetooth,orange,1,61066f29c3f567887029a249
2021-08-02 02:31:18,2021-08-02 02:43:40,0,68.108.214.177,100,742,1,2021-08-02 02:43:40,R_1FzT8ZG6TqK6453,,,,,33.3907928466796875,-111.91840362548828125,anonymous,EN,1,61038a22e9ea9b19df027289,2,"HyperX, Wired, Over-ear",4,62.135,62.135,63.086,1,0,0,136.325,0,4,5,1,1,1,3,1,12.519,34.172,45.198,10,"5,7,9",18.804,21.32,39.785,3,0,0,139.727,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,2,0,0,0,12.484,27.534,29.347,9,1,3,1,5,3,9,2,7,4,5,4,3,4,1,18,"HyperX, Wired, Over-ear",A sliced orange,1,61038a22e9ea9b19df027289
2021-08-02 02:30:39,2021-08-02 02:44:22,0,98.155.107.70,100,822,1,2021-08-02 02:44:22,R_12m1jokepqiMMqn,,,,,21.31329345703125,-157.822998046875,anonymous,EN,1,61066664548013089fa45731,2,"Sony, wired, in-ear",4,40.502,40.502,43.914,1,0,0,132.722,0,1,6,4,3,1,1,1,10.195,51.35,52.285,9,"5,7,9",23.482,24.897,35.928,3,0,0,125.705,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,7,3,0,2.434,16.707,18.363,7,1,1,1,0,1,4,1,4,3,3,5,4,5,2,19,"Sony, wired, in-ear","A cut orange and two leafs. ",1,61066664548013089fa45731
